Invariant,Avg,Prior,Ratio,S24,S10,S25,S8,S21,S9,S6,S16,S14,S23,S22,S26,S13,S12,S15,S7,S17,S11,S27
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human>0 ),0.57895,0.0975,5.93792,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.25832,0.04425,5.83774,0,0,0,0,0,0,1,1,0,0.3176534967,0.8308071303,0,0.5577098447,0,1,0,0.2019086673,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.84211,0.14803,5.68875,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human==0 ),0.84211,0.14803,5.68875,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human==0 ),0.52632,0.0975,5.39811,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human>0 ),0.23829,0.04425,5.38514,0,1,0.6919955392,0.7160638377,0,0,0.6165236864,1,0,0,0,0,0,0,0,0,0.5029716578,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.78947,0.14803,5.3332,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.78947,0.14803,5.3332,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.78947,0.14803,5.3332,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected ),0.78947,0.14803,5.3332,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
P(Mode_H2M=manual | CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected ),0.78947,0.14803,5.3332,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.23566,0.04425,5.32573,0.1047524567,0,1,0,0,0.08091906911,1,0.2538099997,0.1956996057,0.2368474739,0.307707997,0,0.1526407742,0.0783119443,0.152215847,0.4810222084,0.2478231626,0,0.1858543691
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.2278,0.04425,5.148,0,1,0.8179637867,0.5577098447,0,0,0.6165236864,1,0,0,0,0,0,0,0,0,0.3359800504,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.48832,0.0975,5.00841,0.3575668216,0.9259170407,1,0.7275177917,0.4461289379,0.4352854934,0.81986779,0.3002969212,0.2160825459,0.6144833105,0.1768836481,0,0.4206629207,0.6966236591,0.3362971838,0.3742149109,0.4123188599,0.3240511484,0.6938762522
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.73684,0.14803,4.97765,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.73684,0.14803,4.97765,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human>0 ),0.73684,0.14803,4.97765,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
P(EventW_Machine=EventW_Machine==false alarm | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.03574,0.00725,4.93032,0.02410624822,0.05451828524,0,0.01046636029,0.03806557279,0.07322690639,0.03150049774,0.007619063897,0,0.09217513253,0.08005946061,0,0.06127092475,0,0.08147362841,0,0.01142884791,0,0.1132401718
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected ),0.47807,0.0975,4.90328,0,1,0.6268800342,0.9412448557,0,0.1718596383,0.5116310596,0.881397842,0.7998737386,0.2555030367,0.3134942457,0,0.3674443819,0,1,1,0.6459133958,0.4733733677,0.09470699664
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.47368,0.0975,4.8583,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human==0 ),0.21365,0.04425,4.82816,0.1349575635,0,0.5290467731,1,0.1358460261,0.05466856151,0.3957697561,0.206085501,0.2723743982,0.07523426462,0.2707518041,0,0.1228890188,0.05990681298,0.1464777306,0.2956319531,0.1858408841,0,0.1737945814
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.21352,0.04425,4.82521,0,0,0,0,0,0,0.6165236864,0.5050543236,0.2723743982,0,0.2348310476,0,0.7160638377,0,0,0.7119516394,0,0,1
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==  ),0.46567,0.0975,4.77606,0.3917822652,0.9259170407,0.9527437855,0.8422695213,0.4863327656,0.4501173779,0.8439743681,0.3779946007,0.250224533,0.4089375735,0.1915723068,0,0.2987204179,0.3668883776,0.3599228577,0.4962661048,0.5199461544,0.4097211909,0.2743249635
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human>0 ),0.4624,0.0975,4.7426,0.3505783572,0.8966881438,0.919515169,0.7806994706,0.4193302939,0.5123364609,0.8211811856,0.2462282368,0.2939538785,0.6610693948,0.1481841638,0,0.3384397302,0.5344762194,0.3462899497,0.3453957742,0.4334192907,0.2834143265,0.4544591617
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.46177,0.0975,4.73614,0.4047000028,0.9416696773,1,0.7275177917,0.4655913985,0.4397712027,0.8297288826,0.362409791,0.1847296363,0.3998283756,0.1381677012,0,0.3130802723,0.506310842,0.3283657353,0.4826140803,0.4553605105,0.5067305961,0.2871231178
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected ),0.45452,0.0975,4.66172,1,1,0,0,1,0.4276193708,0.7117672944,0.1751420777,0.1249137345,0.8191711972,0.04167806259,0,0.208885981,0,0.6741629439,0.7599525861,0.5327331852,1,0.1598111649
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.45328,0.0975,4.64905,1,1,0,0,1,0.3035251463,0.7117672944,0.1751420777,0.2498521016,0.8830430438,0.05244863669,0,0.2140166343,0,0.6741629439,0.6128415555,0.4770104023,1,0.2585539609
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected ),0.45224,0.0975,4.63833,1,1,0,0,1,0.4064689219,0.7117672944,0.1751420777,0.2498521016,0.8191711972,0.04167806259,0,0.208885981,0,0.6741629439,0.6128415555,0.5327331852,1,0.1598111649
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.68421,0.14803,4.62211,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine>0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.68421,0.14803,4.62211,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0
P(Mode_H2M=manual | CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected ),0.68421,0.14803,4.62211,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human==0 ),0.68421,0.14803,4.62211,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.2041,0.04425,4.6124,0.1493084705,0,0.473318996,1,0.1387708899,0.04660513985,0.3732187504,0.2000664652,0.2976410433,0.01705312945,0.2642804443,0,0.1157635798,0.05721733179,0.1456200008,0.2744749349,0.1524731278,0,0.1720621077
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  ),0.44237,0.0975,4.53712,0.371371877,0.9174213794,0.9291021731,0.7806994706,0.4328110752,0.4406613001,0.8246738297,0.3291091826,0.2011718863,0.3941912667,0.1271499557,0,0.2795739801,0.4798696011,0.3311155479,0.4400664566,0.4754465432,0.4097211909,0.240865191
P(EventW_Machine=EventW_Machine==pedestrian detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.15223,0.03388,4.49325,0,0,0,1,0,0,0.5305902181,0.4539956417,0,0.08340224883,0.2676860807,0,0.2573079074,0,0.1991497104,0,0.100264507,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.43219,0.0975,4.43268,0.4417558925,1,1,0,0.4722875803,0.4403439395,0.8474724481,0.3769325033,0.1807705054,0.3839981312,0.1361360741,0,0.3041540079,0.4952656831,0.3263769121,0.5365347894,0.4661746472,0.5386972578,0.2646323566
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.19244,0.04425,4.34903,0,0.5577098447,0.4451826844,0,0,0.04425,0,0.5050543236,0,0.1042498779,1,0,0,1,0,0,0,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.42105,0.0975,4.31849,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected ),0.63158,0.14803,4.26656,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected ),0.63158,0.14803,4.26656,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
P(Mode_H2M=manual | CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected ),0.63158,0.14803,4.26656,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  Trust_Human=Trust_Human==0 ),0.41189,0.0975,4.22446,0.3869023203,1,1,0,0.4372683184,0.4315045254,0.8316168871,0.3497637844,0.1851601252,0.3716149259,0.1261021656,0,0.2730310459,0.4763930051,0.3269959773,0.4852362794,0.484633203,0.433604914,0.2259883649
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.18576,0.04425,4.19792,0.06241886748,0.5577098447,0.4688294763,0,0,0.07409658845,0.2113277513,0.281852021,0.1319993352,0.2122994631,0.3274183543,0,0.1270151822,0.1452491456,0.1079378025,0.4257796613,0.2242835077,0,0.1711839807
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.38588,0.0975,3.95779,0,0,0.4565369741,1,0,0.2373905319,0.3306038851,1,0.7498520433,0.4302044337,0.1396851615,0,0.1079540373,0,1,1,0.4061979655,0.4733733677,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.38572,0.0975,3.9561,1,0,0,0,0,0.1993785411,0.8316168871,0.1751420777,0.2498521016,0.7512475956,0.05244863669,0,0.2140166343,0,0.5964276518,1,1,1,0.2585539609
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==obstacle detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.57895,0.14803,3.91101,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1
P(EventW_Machine=EventW_Machine==cyclist detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human<0 ),0.05968,0.01539,3.8776,0.08558014977,0.03894471312,0.06132429603,0.08866215401,0.02436635973,0.07759326218,0.008471593207,0.02135620378,0.05754462684,0.1216326771,0.05257136314,0.1074395198,0.06545092738,0.03662027134,0.04717028092,0.03461444547,0.09091828448,0.03593476764,0.0776519297
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==cyclist detected Trust_Human=Trust_Human==0 ),0.37489,0.0975,3.84506,1,0,0,0,0,0.3324697488,0.8316168871,0.1751420777,0.2498521016,0.6937256233,0.04167806259,0,0.208885981,0,0.5964276518,1,0.8201574572,1,0.1730271149
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human>0 ),0.37193,0.0975,3.81469,0.3394331518,0.5101717103,0.8246933096,1,0,0.7505680294,0.8316168871,0.05569559673,0.386909611,0.7512475956,0,0,0.239948522,0,0.3877699908,0.1495732332,0.5225592438,0.2123897742,0.1041341922
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human<0 ),0.36842,0.0975,3.77868,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 Trust_Human=Trust_Human==0 ),0.36842,0.0975,3.77868,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.36842,0.0975,3.77868,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1
P(EventW_Machine=EventW_Machine==pedestrian detected | CurrentBrake_Machine=CurrentBrake_Machine>0 Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 Trust_Human=Trust_Human>0 ),0.12701,0.03388,3.74871,0,0.1617621045,0.1808446596,0.7842635147,0,0,0.5305902181,0.1149814952,0,0,0,0,0,0,0,0,0.640676065,0,0
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  ),0.1652,0.04425,3.73337,0.104187164,0.1361585967,0.3769014029,0.3866835273,0.2054699568,0.04978788257,0.1943010976,0.1959367686,0.2318809878,0.08121336527,0.277815055,0,0.109639482,0.09831879336,0.131421429,0.2385630569,0.1647873888,0,0.1557686328
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine<20&&CurrentWheel_Machine>-20 ),0.35653,0.0975,3.65672,0.321995103,0.5101717103,0.8246933096,1,0.09147427213,0.4434191221,0.7670387047,0.1773932192,0.242279378,0.3773889325,0.08381964064,0,0.1969034371,0.3438926437,0.347766172,0.2033840078,0.5277009981,0.2043426559,0.1104146163
P(CurrentBrake_Machine=CurrentBrake_Machine>0 | Mode_H2M=manual CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==  CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.16025,0.04425,3.62141,0.1251182376,0.1087568909,0.3100313652,0.4567105538,0.208538289,0.04159942341,0.1928882805,0.1854673441,0.275608916,0.03010120159,0.2695046313,0,0.1050991908,0.0917323603,0.1354023737,0.2192794863,0.1352424306,0,0.1536219982
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human==0 ),0.35091,0.0975,3.59913,0,0,0.770653055,0,0,0.1718596383,0.6221109353,1,0.4998027633,0.2154100118,0.132108186,0,0.1788695179,0,1,1,0.6031966268,0.4733733677,0
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==pedestrian detected ),0.35011,0.0975,3.59088,0,0,0.4565369741,0.8422695213,0,0.1718596383,0.3098618531,0.5149516093,0.7498520433,0.2154100118,0.132108186,0,0.2250731172,0,1,1,0.5608097327,0.4733733677,0
P(EventW_Machine=EventW_Machine==obstacle detected | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=autonomous CurrentThrottle_Machine=CurrentThrottle_Machine>0 CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human>0 ),0.06177,0.01735,3.5604,0.03870857132,0.1049616092,0.04372599855,0.1102808856,0.0923012612,0.03786373402,0.0292458119,0.04494424458,0.03795088927,0.0993326643,0.02705632929,0.07545089239,0.1119021454,0.06129184886,0.01402614449,0.04000211021,0.06256073095,0.02344305802,0.1186366547
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 Trust_Human=Trust_Human==0 ),0.52632,0.14803,3.55547,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected CurrentWheel_Machine=CurrentWheel_Machine>=20||CurrentWheel_Machine<=-20 ),0.52632,0.14803,3.55547,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1
P(Mode_H2M=manual | CurrentThrottle_Machine=CurrentThrottle_Machine==0 EventW_Machine=EventW_Machine==truck detected ),0.52632,0.14803,3.55547,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0
P(Mode_H2M=manual | CurrentBrake_Machine=CurrentBrake_Machine==0 CurrentThrottle_Machine=CurrentThrottle_Machine>0 EventW_Machine=EventW_Machine==pedestrian detected Trust_Human=Trust_Human==0 ),0.52632,0.14803,3.55547,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1
P(CurrentThrottle_Machine=CurrentThrottle_Machine==0 | CurrentBrake_Machine=CurrentBrake_Machine==0 Mode_H2M=manual EventW_Machine=EventW_Machine==obstacle detected Trust_Human=Trust_Human>0 ),0.34016,0.0975,3.48885,0.7513332148,1,1,0,0,1,0.7117672944,0,0,0,0,0,0,0,0,1,0,0,1
